MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice,price_per_sqft,room_ratio,lot_to_sqft_ratio,avg_room_size,total_living_area
8,2,8.06225774829855,0.31520643414904514,4,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,0.0,2,2,2,5,0.0,864.0,-0.5612821384871343,0,864.0,864.0,0.8510344951548574,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,2004.0,2,2.0,572.0,187.0,56.0,2009.0,12.154779351142624,0.007034015828207537,1.5,0.005288869532709293,345.6,2592.0
4,2,8.06225774829855,0.10673786182132936,19,7.0,5.0,0.6765409368099975,0.6271795220393726,7,10,108.0,3,2,2,5,0.0,1349.0,1.0489712827151054,0,1349.0,0.0,-0.1523400969832464,0.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,0.0,3,0,2000.0,3,2.0,539.0,120.0,55.0,2007.0,12.095141084822892,0.008966005251907258,1.5,0.006702684744515359,269.8,2698.0
8,2,0.0,0.19252415505348883,7,7.0,5.0,0.6765409368099975,0.5756695241500477,7,10,0.0,2,2,2,2,300.0,652.0,-0.26911244556796504,0,980.0,1276.0,2.2488756156005536,0.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,1.0,5,2,2000.0,0,2.0,554.0,224.0,54.0,2009.0,12.371587084007746,0.005483859523053079,2.0,0.004025682028888146,376.0,3208.0
7,3,7.416198487095663,0.19374254077724642,16,4.0,7.0,-3.0342128948356852,0.7817095157073473,8,11,0.0,3,0,3,5,0.0,576.0,-1.5174738607680518,2,792.0,348.0,-0.7056522071596678,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,7.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,0.0,160.0,2010.0,11.477298287327077,0.01006780551519919,3.0,0.007967111403917806,285.0,1716.0
8,2,0.0,-0.07863988131984613,7,7.0,5.0,0.8002327311981869,0.7301995178180224,7,10,0.0,2,2,2,5,0.0,660.0,-1.2385846084361176,0,660.0,660.0,-0.22911546155318047,0.0,0.8061237684104074,1.0,0.33228487922696837,2,6.0,0.0,3,0,2003.0,0,2.0,400.0,0.0,48.0,2007.0,11.99535161421452,0.009087387586526151,1.5,0.006784430395717722,264.0,1980.0
4,2,8.888194417315589,0.2974082057631845,4,6.0,5.0,0.552849142421808,0.4211395304820729,7,10,0.0,3,2,2,2,1200.0,279.0,1.480585601800242,0,1494.0,0.0,0.2315367258664239,1.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,1997.0,2,2.0,576.0,168.0,27.0,2006.0,12.287652632522597,0.008224667090041899,1.5,0.006111689538470137,298.8,2973.0
8,2,8.94427190999916,0.5186275777899598,15,8.0,5.0,0.8826939274569799,0.8332195135966722,7,10,178.0,2,2,2,5,0.0,1030.0,-0.010143854116883186,2,1038.0,1060.0,1.8305822500126367,0.0,0.8061237684104074,1.0,0.33228487922696837,0,8.0,1.0,2,0,2005.0,2,3.0,878.0,192.0,52.0,2006.0,12.526342907575106,0.005970611490741233,1.5,0.0044013617247824115,419.6,3128.0
8,2,8.246211251235321,0.6266082821891829,4,8.0,5.0,0.9651551237157728,0.9362395093753221,7,10,0.0,2,2,2,2,20.0,846.0,-0.5546419181935168,0,866.0,902.0,0.9569315497340768,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,2007.0,2,2.0,578.0,144.0,105.0,2009.0,12.26434155365415,0.006936844770166374,1.5,0.005251372689665657,353.6,2634.0
8,2,0.0,0.7889154715101296,18,6.0,5.0,-0.23053222203672497,-0.5575504294151004,3,4,328.0,3,1,3,4,438.0,234.0,-1.1987432866744128,3,672.0,714.0,-0.05438532149746847,0.0,0.8061237684104074,1.0,0.33228487922696837,3,6.0,1.0,5,0,1978.0,0,2.0,440.0,335.0,0.0,2010.0,11.976030352524807,0.00864071454006119,1.5,0.006753346852138945,277.2,2058.0
1,0,4.898979485566356,-2.701554847456361,20,7.0,5.0,0.635310338680601,0.5241595262607227,4,6,360.0,3,2,2,0,549.0,195.0,-0.9596953561041833,2,757.0,744.0,0.2500687104177873,0.0,0.8061237684104074,1.0,0.33228487922696837,3,6.0,0.0,3,3,1999.0,3,2.0,440.0,0.0,0.0,2008.0,12.097373228606832,0.008059542457432933,1.5,0.00515118635706095,300.2,2245.0
5,3,7.745966692414834,-0.3242674937879004,2,5.0,5.0,-2.456984521024135,-1.999830370316198,8,11,0.0,3,2,3,3,405.0,740.0,0.3716688127661221,3,1301.0,0.0,-0.2794165624783097,0.0,-1.1907886371539629,0.0,-1.2175125652925647,1,5.0,0.0,3,3,1965.0,3,2.0,440.0,0.0,0.0,2009.0,11.512925464970229,0.008849289365849522,2.0,0.006795441678778935,433.6666666666667,2446.0
8,0,8.48528137423857,0.15440658167046284,20,7.0,5.0,1.0476163199745658,1.039259505153972,7,10,0.0,3,2,2,2,24.0,732.0,-0.9198540343424784,0,764.0,783.0,0.3718503231838896,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,2009.0,3,2.0,614.0,169.0,45.0,2010.0,12.279323107269766,0.007937506856670825,1.5,0.005859184138201746,309.4,2303.0
11,2,0.0,-0.22101819262307495,18,5.0,5.0,-0.06560982951913906,-0.3515104378578008,8,11,0.0,3,1,2,2,685.0,173.0,-0.5812027993679868,3,858.0,0.0,-1.4522264419431645,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,3,1983.0,3,2.0,576.0,120.0,0.0,2009.0,11.812289042195847,0.013767236645915904,2.0,0.010360177822697833,286.0,1716.0
4,2,8.18535277187245,0.21241876016054523,6,4.0,5.0,-1.3437583715304298,-1.948320372426873,8,11,0.0,3,1,1,3,836.0,0.0,-0.6542452225977791,3,1220.0,0.0,-0.493858098001229,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,6.0,0.0,3,3,1951.0,3,2.0,396.0,0.0,0.0,2006.0,11.532728092266408,0.009453055813333121,2.0,0.00745181880415436,406.6666666666667,2056.0
4,2,8.366600265340756,0.4997027402135423,11,5.0,5.0,-1.0551441846246545,-1.5877503872015986,8,11,1.0,3,1,3,4,456.0,456.0,-0.4019168514403147,0,912.0,0.0,-1.3092654182612182,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,0,1958.0,2,1.0,275.0,0.0,0.0,2007.0,11.648330101976432,0.01277229177848293,2.0,0.010115382658410013,304.0,1824.0
4,2,9.273618495495704,0.7126468173988346,4,7.0,5.0,0.8826939274569799,0.8847295114859971,7,10,240.0,2,2,2,2,20.0,1594.0,1.928800471619422,0,1614.0,0.0,0.5492278896040821,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2005.0,2,3.0,865.0,144.0,59.0,2006.0,12.308177868467327,0.007625884676869471,1.5,0.005777299576249198,322.8,3228.0
4,2,10.0,1.0871816308407716,18,5.0,5.0,-0.39545461455431086,-0.7635904209724,3,7,0.0,3,1,3,0,762.0,102.0,-0.5612821384871343,3,894.0,0.0,-1.356919092821867,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,1.0,1,0,1974.0,3,2.0,440.0,241.0,0.0,2006.0,11.867097278690842,0.013274158029855529,3.0,0.010625583516586571,223.5,1758.0
12,2,8.831760866327848,0.5784954444017623,10,6.0,5.0,-0.2717628201661214,-0.6090604273044253,5,5,90.0,3,1,2,2,975.0,0.0,-0.19274991219136398,3,1004.0,0.0,-1.0657021927290138,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,0,1977.0,3,2.0,504.0,0.0,0.0,2006.0,11.813030057420567,0.011765966192649968,2.0,0.009225083272039861,334.6666666666667,1979.0
4,2,7.937253933193772,-0.044339155586652704,7,7.0,5.0,0.47038794616301516,0.369629532592748,3,4,38.0,3,2,2,5,0.0,1237.0,0.6771189462725263,2,1253.0,0.0,-0.40649302797337294,0.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,1.0,5,0,1995.0,0,2.0,402.0,220.0,21.0,2007.0,12.078239274020289,0.009639456723080838,1.5,0.007159974831359803,250.6,2490.0
8,2,8.06225774829855,-0.25048498251851203,19,6.0,5.0,0.3466961517748257,0.16358954103544834,7,10,0.0,2,2,2,0,387.0,374.0,-0.9032534836084347,0,810.0,793.0,0.5201061995947968,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,1992.0,2,2.0,484.0,0.0,124.0,2006.0,12.077670930725649,0.007534417299267404,1.5,0.005536673192831182,320.6,2364.0
4,2,8.18535277187245,1.5132048214780074,4,7.0,5.0,0.7177715349393939,0.6786895199286975,7,10,0.0,2,2,2,5,0.0,1413.0,1.2614583321108648,0,1430.0,0.0,0.06210143853967287,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,2001.0,2,2.0,605.0,0.0,33.0,2009.0,12.139398512262181,0.008489089868714812,1.5,0.00678181798441282,286.0,2843.0
11,2,0.0,0.26584236314401816,10,5.0,6.0,-0.23053222203672497,-0.5575504294151004,5,7,104.0,3,2,2,2,1097.0,0.0,0.2123035257193025,0,1110.0,0.0,-0.7850749980940823,1.0,-1.1907886371539629,0.0,-2.7673100098120975,2,4.0,1.0,5,0,1978.0,0,2.0,602.0,303.0,30.0,2009.0,12.016726473799254,0.010825879706125455,1.0,0.008212738357276896,555.0,2207.0
8,2,8.717797887081348,0.49801241911414607,19,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,0.0,2,2,2,2,656.0,300.0,-0.25583200498073005,0,956.0,1128.0,1.79351828090991,1.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,0.0,3,2,2004.0,2,2.0,618.0,0.0,45.0,2010.0,12.358793732547838,0.005930323288170747,2.0,0.0044263150174448,347.3333333333333,3040.0
4,3,7.0710678118654755,-0.6272969557018039,16,4.0,7.0,-1.2200665771422403,0.5756695241500477,4,6,0.0,3,1,3,5,0.0,901.0,-0.4384380630552109,0,901.0,0.0,-1.3383871082705037,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,3,1954.0,3,1.0,281.0,0.0,0.0,2008.0,11.588960151246226,0.012862330911483049,2.0,0.009655399276592888,300.3333333333333,1802.0
0,2,6.557438524302,-1.9869691666449858,0,7.0,5.0,0.8826939274569799,0.8847295114859971,7,10,11.0,2,2,2,2,16.0,1129.0,0.3716688127661221,0,1145.0,0.0,-0.6924150753372653,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,5.0,1.0,2,0,2005.0,0,2.0,397.0,100.0,16.0,2009.0,11.984178313616395,0.010466531278267594,1.0,0.007043899745762213,286.25,2290.0
10,2,0.0,0.7360406709542725,10,6.0,5.0,-0.3129934182955179,-0.6605704251937502,3,4,0.0,3,2,2,0,539.0,490.0,-0.013463964263691928,3,1062.0,0.0,-0.9121514635891456,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,2.0,5,0,1976.0,2,2.0,539.0,120.0,0.0,2007.0,11.896826395162552,0.011202284741207677,3.0,0.008790465256810686,265.5,2091.0
8,2,9.591663046625438,0.450566317739621,14,7.0,5.0,0.5116185442924116,0.4211395304820729,4,6,0.0,2,2,2,2,862.0,255.0,0.2787057286554773,0,1127.0,886.0,1.6055510090317955,1.0,0.8061237684104074,1.0,0.33228487922696837,3,8.0,1.0,5,0,1997.0,3,2.0,455.0,180.0,130.0,2007.0,12.50539915757667,0.0062123195020251714,1.5,0.004571439741817645,402.6,3130.0
4,2,8.717797887081348,0.27922689958805536,20,8.0,5.0,0.9651551237157728,0.9362395093753221,2,3,140.0,2,2,2,5,0.0,1496.0,1.5370274742959904,0,1496.0,0.0,0.23683157859538487,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2007.0,0,2.0,474.0,168.0,130.0,2007.0,12.323855681186558,0.008237871444643422,1.5,0.0060978496612413375,299.2,2992.0
4,2,8.426149773176359,0.04157171552107496,18,6.0,5.0,-0.2717628201661214,-0.6090604273044253,5,7,148.0,3,1,3,5,0.0,660.0,-1.2385846084361176,0,1285.0,0.0,-0.32177538430999747,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,7.0,1.0,5,0,1977.0,2,2.0,528.0,138.0,0.0,2007.0,11.874090314181814,0.009240537209480012,3.0,0.00701285876471053,321.25,1945.0
4,2,7.54983443527075,-0.09892832243663655,11,5.0,5.0,-1.2612971752716369,-1.8453003766482232,7,10,0.0,3,1,3,1,570.0,203.0,-0.8634121618467298,2,773.0,0.0,-1.6772576829240058,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,0,1953.0,3,1.0,240.0,0.0,0.0,2008.0,11.608235644774552,0.015017122438259447,2.0,0.011573071312843335,257.6666666666667,1546.0
5,3,6.324555320336759,-1.1056608597607627,8,4.0,7.0,-2.7868293060593063,0.06056954525679853,4,6,0.0,3,1,3,3,197.0,999.0,0.5409944302533679,0,1196.0,0.0,-0.5573963307487606,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,3,1957.0,3,2.0,440.0,0.0,0.0,2007.0,11.607326140391713,0.009705122190962971,2.0,0.007087266887036775,398.6666666666667,2392.0
8,2,7.937253933193772,0.04209470884478132,4,7.0,5.0,0.8826939274569799,0.8332195135966722,9,12,0.0,2,2,2,2,648.0,80.0,-1.0128171184531232,0,728.0,728.0,0.13093452401616548,1.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,2,0,2005.0,0,2.0,410.0,36.0,18.0,2008.0,12.14950229404178,0.008344438388764959,1.5,0.006189400738046825,291.2,2184.0
4,2,8.660254037844387,0.24191871704329224,11,5.0,5.0,-1.2200665771422403,-1.7937903787588982,8,11,0.0,3,1,3,3,812.0,124.0,-0.3222342079169049,3,1128.0,0.0,-0.7374213235334336,0.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,0,1954.0,3,1.0,286.0,0.0,0.0,2006.0,11.678439903447801,0.010353226864758688,2.0,0.008071790652764501,376.0,2064.0
4,2,9.539392014169456,0.9070355309907423,20,7.0,5.0,1.0063857218451693,0.9877495072646469,7,10,256.0,2,2,2,5,0.0,1417.0,1.2747387726980999,0,1428.0,0.0,0.0568065858107119,0.0,0.8061237684104074,0.0,0.33228487922696837,0,6.0,0.0,3,0,2008.0,2,2.0,554.0,0.0,60.0,2008.0,12.33569641332368,0.008638442866473165,1.5,0.006593304259768238,285.6,2845.0
0,3,0.0,-1.2737567554520959,4,6.0,5.0,0.8414633293275834,0.7817095157073473,7,10,169.0,2,2,2,2,662.0,186.0,-0.6144039008360742,0,848.0,0.0,-1.4787007055879693,1.0,-1.1907886371539629,0.0,-2.7673100098120975,2,4.0,1.0,2,0,2004.0,0,2.0,420.0,140.0,0.0,2008.0,11.881034786534624,0.014010654229404038,1.0,0.009903253659778937,424.0,1696.0
4,2,0.0,1.073488650378528,10,8.0,5.0,0.7590021330687905,0.6786895199286975,2,3,148.0,2,2,2,2,1218.0,350.0,1.7760754048662197,0,1689.0,0.0,0.7477848669401185,1.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,2.0,2,0,2002.0,2,3.0,857.0,150.0,59.0,2008.0,12.509874099861838,0.007406675014719857,1.5,0.00562041697251145,337.8,3257.0
10,2,8.94427190999916,0.19763672826632106,3,6.0,7.0,-0.5191464089425003,-0.9181204146403747,3,4,80.0,3,1,3,2,504.0,506.0,-0.07654605705305802,2,1052.0,0.0,-0.9386257272339504,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,0,1971.0,3,2.0,440.0,0.0,0.0,2010.0,11.951180395901384,0.011360437638689528,3.0,0.008635288527939825,263.0,2062.0
0,2,6.6332495807108,-0.49867846549445666,15,7.0,5.0,1.0476163199745658,1.0907695030432967,7,10,128.0,2,2,2,2,733.0,625.0,1.0788522740363842,0,1358.0,0.0,-0.12851325970292204,1.0,0.8061237684104074,0.0,-1.2175125652925647,2,6.0,1.0,2,0,2010.0,2,2.0,484.0,192.0,35.0,2010.0,12.319401330837177,0.009071724102236507,1.0,0.006450303182707281,339.5,2716.0
8,2,8.48528137423857,-0.22871781275323416,4,7.0,5.0,0.8002327311981869,0.7301995178180224,7,10,0.0,2,2,2,5,0.0,798.0,-0.7804094081765113,0,798.0,842.0,0.6180609750805747,0.0,0.8061237684104074,1.0,0.33228487922696837,2,6.0,0.0,3,0,2003.0,2,2.0,595.0,0.0,45.0,2008.0,12.117241431823558,0.007388561848672901,1.5,0.005417951775431454,328.0,2438.0
8,2,0.0,0.9278926725535593,7,7.0,5.0,0.8002327311981869,0.7301995178180224,7,10,0.0,2,2,2,5,0.0,847.0,-0.6177240109828829,0,847.0,886.0,0.8642716269772598,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,2,2,2003.0,0,2.0,433.0,100.0,48.0,2007.0,12.323855681186558,0.007111284293817979,1.5,0.005438527272661311,346.6,2580.0
7,2,7.745966692414834,0.44623987909004215,17,6.0,7.0,-1.797294950953791,-1.999830370316198,7,10,0.0,3,0,3,5,0.0,778.0,-0.8468116111126861,3,944.0,545.0,0.2182995940440215,0.0,0.8061237684104074,0.0,0.33228487922696837,3,7.0,1.0,2,3,1940.0,3,1.0,240.0,335.0,0.0,2009.0,11.845819880243557,0.007955553982702188,1.5,0.006178838170666676,297.8,2267.0
4,0,9.0,0.71379392326224,20,8.0,5.0,0.9239245255863764,0.8847295114859971,7,10,0.0,2,2,2,5,0.0,1489.0,1.5137867032683292,0,1489.0,0.0,0.2182995940440215,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,1.0,2,0,2006.0,2,2.0,776.0,0.0,140.0,2006.0,12.3570755190667,0.008298909012133445,1.5,0.0062626572258390675,297.8,2978.0
4,2,8.06225774829855,0.12668690974651686,19,7.0,5.0,0.7177715349393939,0.6271795220393726,7,10,0.0,2,2,2,2,20.0,1434.0,1.3975828481300232,0,1434.0,0.0,0.07269114399759481,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,1.0,5,0,2001.0,2,2.0,527.0,290.0,39.0,2009.0,12.14950229404178,0.008472456271995662,1.5,0.0063118740587999374,286.8,2888.0
8,2,6.6332495807108,0.368629607156426,4,7.0,6.0,0.8002327311981869,0.7301995178180224,7,10,223.0,2,2,2,2,483.0,458.0,-0.3056336571828612,0,941.0,888.0,1.1184245579673864,1.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,5,0,2003.0,2,2.0,613.0,192.0,39.0,2010.0,12.375815420117268,0.006766438173929616,1.5,0.005010435750387491,365.8,2770.0
4,2,8.660254037844387,-0.044339155586652704,11,5.0,6.0,-0.9314523902364651,-1.4332203935336238,7,10,136.0,3,1,3,4,572.0,572.0,0.36834870261931335,2,1144.0,0.0,-0.6950625017017458,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,0,1961.0,3,2.0,456.0,0.0,0.0,2008.0,11.8490404949436,0.010357552880195454,3.0,0.007842175230501604,286.0,2288.0
4,2,7.745966692414834,0.38027314741662605,18,4.0,7.0,-1.3849889696598263,0.3181195347034231,7,4,0.0,3,1,2,1,442.0,625.0,0.11270022131504026,3,1067.0,0.0,-0.8989143317667432,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,4.0,0.0,3,0,1996.0,3,2.0,436.0,290.0,0.0,2010.0,11.759785542901755,0.0110213547731038,1.0,0.008593737935760008,266.75,2134.0
1,3,4.58257569495584,-3.3562166436270573,1,6.0,5.0,-0.43668521268370736,-0.815100418861725,3,4,158.0,3,1,3,1,330.0,153.0,-1.826244104421265,3,483.0,504.0,-1.110708440925182,1.0,-1.1907886371539629,1.0,-1.2175125652925647,3,5.0,0.0,3,3,1973.0,3,1.0,264.0,0.0,0.0,2008.0,11.512925464970229,0.011664564807467304,2.0,0.007524365828163429,329.0,1470.0
4,2,8.660254037844387,0.3634593386895217,4,5.0,6.0,0.47038794616301516,0.8847295114859971,7,10,0.0,3,2,2,5,0.0,1099.0,0.21894374601292,0,1099.0,0.0,-0.8141966881033676,0.0,-1.1907886371539629,1.0,0.33228487922696837,2,6.0,0.0,3,0,1999.0,3,1.0,352.0,278.0,0.0,2008.0,11.877568578558138,0.010807614721163001,3.0,0.008336374158321112,274.75,2198.0
7,2,8.366600265340756,0.8166031670939693,6,5.0,6.0,-1.549911362177412,0.3181195347034231,4,6,0.0,3,1,3,1,352.0,416.0,-0.8800127125807735,0,768.0,432.0,-0.5468066252908387,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,3,1946.0,3,1.0,240.0,0.0,0.0,2008.0,11.779128505744886,0.009815940421454072,3.0,0.007810878568719941,300.0,1968.0
11,2,0.0,1.5603364030716724,18,5.0,5.0,-0.3542240164249144,-0.40302043574712565,3,4,0.0,3,1,2,0,1390.0,0.0,1.1850957987342638,3,1701.0,0.0,0.7795539833138843,1.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,2.0,5,1,1975.0,0,2.0,611.0,0.0,0.0,2007.0,12.049418835484797,0.007083726534676541,1.5,0.005714277071718996,340.2,3091.0
4,2,6.0,1.4104728158854773,4,5.0,6.0,-0.4779158108131038,-0.8666104167510499,3,7,0.0,3,1,3,1,460.0,404.0,-0.5612821384871343,0,864.0,0.0,-1.4363418837562816,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,1.0,1,0,1972.0,3,1.0,338.0,0.0,0.0,2009.0,11.801856756822442,0.013659556431507456,3.0,0.011169071844938013,216.0,1728.0
10,2,8.94427190999916,0.38027314741662605,23,6.0,7.0,-0.3129934182955179,0.26660953681409816,5,7,360.0,2,1,3,5,0.0,528.0,-1.6768391478148714,0,1094.0,761.0,1.187257643443879,0.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,1.0,5,0,1976.0,2,2.0,512.0,113.0,100.0,2007.0,12.138863895836725,0.0065438619384564556,1.5,0.004943136591620446,371.0,2383.0
0,3,6.0,-1.2752063777026952,4,6.0,5.0,0.8002327311981869,0.7301995178180224,7,10,170.0,2,2,2,2,659.0,189.0,-0.6144039008360742,0,848.0,0.0,-1.4787007055879693,1.0,-1.1907886371539629,0.0,-2.7673100098120975,2,3.0,0.0,3,0,2003.0,0,2.0,420.0,140.0,0.0,2007.0,11.786762130599957,0.013899483644575421,1.0,0.00990245624380151,424.0,1696.0
0,2,0.0,-1.9775578957362838,0,8.0,5.0,0.8002327311981869,0.7301995178180224,7,10,40.0,2,2,2,5,0.0,1273.0,0.796642911557641,0,1456.0,0.0,0.13093452401616548,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,7.0,1.0,5,0,2003.0,0,2.0,400.0,143.0,20.0,2006.0,12.2783933071098,0.008432962436201785,1.0,0.005542345677806432,364.0,2729.0
10,2,0.0,0.8755415768545377,11,6.0,6.0,-0.8077605958482756,-1.2786903998656491,4,4,115.0,3,1,3,4,564.0,563.0,0.31190683012356474,3,1445.0,0.0,0.10181283400688014,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,7.0,1.0,1,0,1964.0,2,2.0,645.0,180.0,0.0,2009.0,11.970350312009105,0.00828397945467758,3.0,0.0065055691508955895,361.25,2572.0
8,2,8.06225774829855,0.02265847277565882,7,6.0,5.0,0.42915734803361866,0.3181195347034231,3,4,0.0,3,2,2,5,0.0,702.0,-1.0991399822701504,2,702.0,779.0,0.1971201831281776,0.0,0.8061237684104074,1.0,0.33228487922696837,3,6.0,1.0,5,0,1994.0,0,2.0,343.0,0.0,36.0,2009.0,12.066810578196666,0.008147745157458924,1.5,0.006078798789465185,296.2,2183.0
4,2,8.94427190999916,0.551864671835126,13,7.0,5.0,-0.3129934182955179,-0.6605704251937502,3,4,189.0,3,1,2,5,0.0,1090.0,0.18906275469164133,3,1370.0,0.0,-0.09674414332915622,0.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,1.0,5,0,1976.0,2,2.0,479.0,0.0,0.0,2009.0,11.931635799828413,0.008709223211553586,1.5,0.006751504441700339,274.0,2460.0
3,2,8.660254037844387,0.7905757914252461,18,5.0,4.0,-0.7665299977188792,-1.2271804019763242,5,4,0.0,3,2,3,1,841.0,198.0,0.01973713720439549,0,1039.0,0.0,-0.9730422699721968,1.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,0.0,3,0,1965.0,3,2.0,504.0,0.0,0.0,2010.0,11.786762130599957,0.011344333138209775,3.0,0.009009541126521229,259.75,2078.0
4,2,9.0,0.3962912764119577,19,6.0,5.0,0.0168513667396539,-0.19698044418982602,3,7,0.0,3,2,2,2,338.0,702.0,0.02305724735120423,3,1097.0,0.0,-0.8194915408323286,0.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,0.0,3,0,1986.0,3,2.0,480.0,0.0,0.0,2010.0,11.931635799828413,0.010876605104674943,1.5,0.008365533630168303,219.4,2137.0
4,2,8.366600265340756,-0.02914866068387162,11,5.0,5.0,-1.013913586495258,-1.5362403893122738,1,7,0.0,3,1,3,1,1148.0,0.0,0.38162914320654834,3,1148.0,0.0,-0.6844727962438238,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,0,1959.0,3,1.0,672.0,0.0,0.0,2009.0,11.794337924408413,0.010273813523003845,3.0,0.00782102300529906,287.0,2296.0
4,0,8.48528137423857,0.15440658167046284,20,7.0,5.0,0.9651551237157728,0.9877495072646469,7,10,0.0,2,2,0,5,0.0,1372.0,1.1253338160917066,0,1372.0,0.0,-0.09144929060019526,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,0.0,3,0,2008.0,0,2.0,529.0,0.0,140.0,2008.0,12.431533509799543,0.009060884482361182,1.5,0.006606529053788703,274.4,2744.0
4,2,0.0,0.18152741015951052,11,5.0,6.0,-0.5603770070718967,-0.9696304125296997,4,6,76.0,3,1,3,1,828.0,174.0,-0.10310693822752795,3,1002.0,0.0,-1.0709970454579747,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,3,1973.0,3,2.0,902.0,0.0,0.0,2009.0,11.908340237224891,0.011884571095034822,3.0,0.009058691596159343,250.5,2004.0
4,2,8.18535277187245,0.6039948909496144,22,8.0,5.0,0.9239245255863764,0.9362395093753221,7,10,274.0,2,2,2,5,0.0,1638.0,2.0084831151428317,0,1646.0,0.0,0.6339455332674576,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,1.0,2,0,2007.0,2,3.0,870.0,192.0,80.0,2007.0,12.424806488355683,0.0075484851083570375,1.5,0.00563419100411918,329.2,3284.0
8,2,8.94427190999916,0.45445266115653415,19,7.0,5.0,0.38792674990422216,0.26660953681409816,4,6,246.0,2,2,2,2,750.0,300.0,0.05625834881929165,0,1062.0,887.0,1.4361157217050446,1.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,5,0,1993.0,0,2.0,574.0,156.0,90.0,2010.0,12.371587084007746,0.0063476588424872995,1.5,0.004722483874890849,389.8,2999.0
